zip-code,population,white-count,white-non-hispanic-count,black-count,native-american-count,asian-count,hawaiian-pacific-count,other-count,two-or-more-count,two-or-more-other-count,two-or-more-not-other-count
89010,512,421,327,7,14,0,0,63,7,0,7
89019,1748,1528,1320,64,2,77,0,62,15,13,2
89046,354,343,335,0,0,0,0,11,0,0,0
89060,9373,7201,6772,563,27,59,72,1240,211,0,211
89061,5360,4314,4098,121,72,336,51,280,186,18,168
89439,1465,1432,1361,6,13,0,0,0,14,0,14
90001,58738,19012,351,5383,444,132,12,33065,690,418,272
90002,52856,19918,255,11401,465,299,55,20177,541,151,390
90003,70490,20983,473,15778,521,201,68,32218,721,281,440
90004,62733,23687,10709,2544,107,15730,374,18339,1952,586,1366
90005,39562,8045,3045,2464,328,13777,77,13960,911,231,680
90006,62329,16303,2444,2090,692,11315,99,30595,1235,593,642
90007,41221,12299,6835,4519,255,8337,141,14408,1262,363,899
90008,32359,5944,1402,21592,96,1049,54,2377,1247,169,1078
90010,3759,867,630,180,2,2489,0,124,97,15,82
90011,108051,44204,626,9040,1030,619,218,51642,1298,735,563
90012,33783,9657,5266,4299,292,13657,94,4707,1077,332,745
90013,11957,4267,3409,3676,143,2002,30,957,882,138,744
90014,7408,3800,3156,1305,59,1196,13,565,470,116,354
90015,20187,6746,2645,1368,133,3012,21,8500,407,184,223
90016,46303,18165,3718,15266,282,1785,0,9302,1503,531,972
90017,26390,9771,3140,1415,399,4103,137,9772,793,256,537
90018,52287,10138,2600,16300,511,2209,90,21727,1312,424,888
90019,67415,22307,10053,12763,711,10992,79,18175,2388,653,1735
90020,39191,10023,4541,1924,290,18859,344,6605,1146,195,951
90021,3158,1182,687,712,33,52,0,1009,170,44,126
90022,67446,37967,1445,199,690,860,23,26707,1000,604,396
90023,47229,31978,797,459,368,443,0,13315,666,435,231
90024,49718,29866,25858,1040,82,14393,26,1572,2739,93,2646
90025,47453,29585,25157,1469,765,9799,35,2991,2809,197,2612
90026,68609,35056,17399,2734,1176,11230,98,15639,2676,948,1728
90027,45616,30666,27398,1129,51,5892,80,5944,1854,432,1422
90028,31054,17480,15068,2797,208,2976,59,6057,1477,264,1213
90029,38843,14832,9471,1124,96,6846,100,14780,1065,296,769
90031,39103,14204,3025,359,428,9246,48,13694,1124,340,784
90032,47766,20915,3516,733,512,4684,47,19669,1206,786,420
90033,48841,34717,1330,797,309,2563,24,9682,749,515,234
90034,56070,32939,22415,5495,209,10419,203,4123,2682,823,1859
90035,29920,22383,21065,2199,0,2178,18,1772,1370,95,1275
90036,38116,24964,23516,1865,75,7453,92,2005,1662,157,1505
90037,63238,20313,1067,11420,584,648,0,28959,1314,588,726
90038,27957,11555,8468,1606,156,1443,0,12106,1091,453,638
90039,29092,17255,11514,456,370,4914,66,4655,1376,185,1191
90040,12925,9309,178,209,229,114,0,2785,279,72,207
90041,28651,14047,8386,383,177,8495,103,3664,1782,582,1200
90042,63788,29633,10129,1677,1314,8128,107,20255,2674,662,2012
90043,44571,8726,1499,26750,191,548,48,7169,1139,204,935
90044,94680,25246,955,32579,437,467,8,34432,1511,287,1224
90045,41420,24693,20393,5494,127,5826,64,2452,2764,325,2439
90046,51615,40771,38208,2680,115,3344,59,2110,2536,442,2094
90047,48491,7931,873,31267,190,402,115,7659,927,239,688
90048,22860,18360,17357,704,33,1881,12,744,1126,300,826
90049,36362,30773,29224,520,67,3168,0,351,1483,112,1371
90056,8014,1426,1003,5618,0,421,0,37,512,41,471
90057,49389,15077,2902,2340,500,9648,133,20782,909,322,587
90058,3189,1760,70,205,0,42,11,1154,17,5,12
90059,47351,17291,472,14700,197,279,71,13977,836,410,426
90061,28003,10305,240,9105,140,79,11,7795,568,265,303
90062,33627,6719,430,11039,140,428,43,14538,720,316,404
90063,53556,21948,1026,263,123,713,33,29749,727,434,293
90064,26007,18643,16369,993,125,4654,39,621,932,141,791
90065,48420,25413,9212,938,450,7820,19,11694,2086,605,1481
90066,59747,36591,27924,2449,1728,8488,86,6359,4046,814,3232
90067,2235,1582,1563,17,0,540,30,25,41,0,41
90068,21726,17397,16146,680,61,1550,9,778,1251,208,1043
90069,20401,15839,14601,706,48,1532,68,999,1209,155,1054
90071,0,0,0,0,0,0,0,0,0,0,0
90073,944,455,331,323,4,80,0,39,43,0,43
90077,8936,7398,6963,247,0,825,0,120,346,83,263
90079,0,0,0,0,0,0,0,0,0,0,0
90089,3846,1922,1729,244,0,1234,26,249,171,32,139
90090,0,0,0,0,0,0,0,0,0,0,0
90094,8568,4654,4207,944,0,2237,0,228,505,139,366
90095,0,0,0,0,0,0,0,0,0,0,0
90201,102878,79758,3665,894,459,844,124,19432,1367,752,615
90210,20016,17098,16546,188,15,1680,0,291,744,133,611
90211,8019,6464,5987,170,0,939,0,209,237,12,225
90212,13207,10739,10099,181,14,1351,0,136,786,133,653
90220,51713,18601,1492,19167,208,457,203,12061,1016,562,454
90221,54259,24113,543,11335,293,449,0,17085,984,513,471
90222,32585,13525,324,8884,172,260,217,9168,359,204,155
90230,32657,19964,12556,2520,124,5553,91,2787,1618,205,1413
90232,14865,9973,7109,934,1,2293,0,860,804,53,751
90240,26339,18444,4198,730,43,1930,0,4571,621,319,302
90241,44097,29110,6214,1046,124,3023,38,9154,1602,802,800
90242,42922,23945,5229,2328,149,3457,489,11611,943,587,356
90245,16929,12844,10943,296,82,1530,54,717,1406,162,1244
90247,47969,12318,3325,8711,164,11825,39,13554,1358,265,1093
90248,10899,3506,1110,1633,36,3569,43,1861,251,107,144
90249,26286,6678,3563,7463,337,3956,740,5641,1471,234,1237
90250,97371,32811,10175,21605,435,7358,758,25495,8909,889,8020
90254,19750,16938,15625,236,198,1191,0,271,916,136,780
90255,75636,47619,1139,804,403,548,160,25277,825,355,470
90260,35614,15962,6078,3440,141,4113,393,8633,2932,549,2383
90262,71306,41003,1585,5859,546,757,240,21865,1036,432,604
90263,1868,968,747,103,9,550,0,93,145,13,132
90265,18119,15676,14355,359,65,908,7,208,896,44,852
90266,35698,28486,26678,204,71,3798,0,940,2199,498,1701
90270,27597,21699,410,150,46,50,0,5488,164,90,74
90272,22927,20148,18989,106,21,1275,2,75,1300,32,1268
90274,25374,17393,15715,320,23,6047,10,410,1171,151,1020
90275,42606,25660,22544,834,63,12253,294,935,2567,314,2253
90277,34922,27901,24812,784,106,3169,11,1226,1725,176,1549
90278,40808,27749,23040,1423,144,5891,51,2425,3125,290,2835
90280,95420,57835,3033,888,486,581,137,33569,1924,1052,872
90290,5714,5115,4952,88,24,243,0,72,172,10,162
90291,27170,22510,18660,1563,203,902,15,994,983,116,867
90292,22328,17016,15986,1714,0,1910,97,882,709,159,550
90293,12762,8875,8016,709,65,1656,0,685,772,45,727
90301,37518,11052,1312,11564,471,569,64,12111,1687,442,1245
90302,30892,8987,1821,14269,297,439,35,5537,1328,314,1014
90303,24658,6403,595,8570,104,294,0,8473,814,100,714
90304,25937,11587,575,876,259,702,0,11939,574,287,287
90305,15574,1929,398,11962,0,154,73,1121,335,5,330
90401,7485,5788,4992,504,31,681,21,106,354,0,354
90402,11681,10071,9307,122,0,963,0,90,435,40,395
90403,24764,20206,18453,534,223,2301,45,322,1133,113,1020
90404,22586,14839,10685,1819,24,2776,27,1823,1278,237,1041
90405,28305,21960,18503,979,73,2654,0,863,1776,123,1653
90501,43008,16155,9480,2904,229,10700,277,9581,3162,1159,2003
90502,18010,5920,2650,1344,64,6172,45,3612,853,83,770
90503,45349,21188,18291,935,148,18421,384,1442,2831,637,2194
90504,33422,13475,8966,1178,271,13028,95,2581,2794,843,1951
90505,37368,20086,17019,700,73,13196,96,1091,2126,323,1803
90506,0,0,0,0,0,0,0,0,0,0,0
90601,34025,17410,6372,493,247,2298,0,12501,1076,639,437
90602,26482,12886,4358,503,62,1050,37,11495,449,217,232
90603,20697,13785,7948,252,29,1020,32,4646,933,417,516
90604,41369,22531,9510,340,214,2339,36,14183,1726,869,857
90605,41818,21849,6424,410,446,1926,33,15977,1177,474,703
90606,32599,14990,2741,349,669,667,54,14691,1179,991,188
90620,46038,26152,13991,873,482,13656,435,2339,2101,491,1610
90621,36074,17726,6358,1753,191,10382,264,4735,1023,429,594
90623,15882,6443,4168,861,96,7407,129,284,662,178,484
90630,49249,27123,19407,1973,288,16153,187,1476,2049,408,1641
90631,69579,42318,19962,752,466,8829,37,14297,2880,1226,1654
90638,49797,26669,16584,1137,299,9516,47,8927,3202,1151,2051
90640,63547,37773,4646,985,508,8350,68,14175,1688,815,873
90650,106404,51775,11457,4279,700,14477,235,31879,3059,1356,1703
90660,63694,35518,3735,628,594,2006,50,23667,1231,779,452
90670,16642,8928,1619,704,253,845,0,5240,672,333,339
90680,30530,17358,6132,397,336,8370,160,3070,839,316,523
90701,16912,6199,3136,693,86,6222,27,2885,800,415,385
90703,50877,11493,7680,3634,150,30705,215,2551,2129,769,1360
90704,3940,2785,1214,15,10,2,1,738,389,0,389
90706,77852,25029,12780,10329,345,10419,325,28050,3355,1675,1680
90710,28667,10813,5022,3874,159,5840,461,5618,1902,226,1676
90712,31471,16234,11368,2970,194,5238,591,4237,2007,585,1422
90713,28927,18265,14129,1402,51,3616,537,3181,1875,527,1348
90715,20313,7002,3919,1696,168,5873,96,4580,898,387,511
90716,14409,4427,905,790,37,1508,21,7281,345,248,97
90717,21740,12714,9244,940,169,3581,48,2450,1838,400,1438
90720,22318,16175,13241,565,78,2514,70,1210,1706,322,1384
90723,55020,29717,2699,4983,471,1761,539,16087,1462,684,778
90731,61789,35053,17359,4356,371,3124,206,13377,5302,1392,3910
90732,22408,15665,11412,932,35,2445,68,1483,1780,540,1240
90740,24443,19569,17713,347,54,2453,40,712,1268,217,1051
90742,705,628,582,0,23,37,0,6,11,0,11
90743,248,233,213,6,0,0,9,0,0,0,0
90744,56779,30274,2893,1193,3185,1589,133,18373,2032,1062,970
90745,57219,17825,4166,4481,537,21347,1311,9229,2489,794,1695
90746,26852,4692,1883,16378,153,2037,114,1383,2095,155,1940
90747,0,0,0,0,0,0,0,0,0,0,0
90755,11581,6225,3724,1236,24,3002,73,565,456,114,342
90802,40226,23112,14235,6507,602,3692,333,4071,1909,347,1562
90803,32116,25947,22051,1327,116,2525,88,791,1322,199,1123
90804,40225,23693,10135,4792,405,6100,115,3476,1644,520,1124
90805,96069,27929,7727,18773,740,10113,1431,33085,3998,1574,2424
90806,42587,18971,3783,6705,729,8739,449,5640,1354,454,900
90807,32395,16171,12048,4972,138,5128,191,3770,2025,394,1631
90808,38487,27807,21451,2300,418,3722,180,1769,2291,314,1977
90810,38769,15398,2211,4937,369,8881,1703,5457,2024,407,1617
90813,60935,30845,4468,7156,1846,8288,217,9986,2597,617,1980
90814,18175,12801,9913,1734,122,1466,13,966,1073,178,895
90815,40359,29337,23545,2291,261,5072,58,1271,2069,140,1929
90822,143,62,55,18,0,18,0,4,41,0,41
90831,0,0,0,0,0,0,0,0,0,0,0
91001,37528,18529,12982,9820,158,2008,57,4877,2079,170,1909
91006,33200,9993,7552,323,75,19720,104,1665,1320,554,766
91007,34357,9327,7616,561,131,21235,28,2176,899,120,779
91008,1191,670,582,26,13,442,0,15,25,4,21
91010,26265,14496,5326,2076,142,4188,15,4039,1309,649,660
91011,20499,12856,11747,39,0,6173,0,383,1048,220,828
91016,42013,28187,15122,2058,225,5747,83,3897,1816,238,1578
91020,8551,5410,3797,163,43,1862,21,627,425,213,212
91024,11061,8843,7370,152,33,1230,26,253,524,167,357
91030,25940,14206,10847,830,56,7574,20,1640,1614,178,1436
91040,20175,16456,13134,347,77,1887,0,781,627,172,455
91042,26767,20726,15598,463,103,1763,154,2641,917,159,758
91046,160,104,104,0,0,33,23,0,0,0,0
91101,20719,11508,8490,1432,97,4678,36,2124,844,197,647
91103,28435,12148,5487,5051,66,2138,14,8187,831,203,628
91104,39178,22925,15253,4508,93,3881,120,6008,1643,292,1351
91105,11907,7828,6752,759,21,2114,0,754,431,65,366
91106,25479,13959,9994,1531,91,5739,50,2898,1211,211,1000
91107,32199,18274,13393,1723,112,7885,20,2769,1416,289,1127
91108,13769,5278,4678,174,0,7180,41,735,361,15,346
91201,23466,17996,15700,477,98,2143,35,2104,613,206,407
91202,23182,17331,15258,434,18,3423,0,1116,860,165,695
91203,14393,10047,8631,225,0,2675,9,1053,384,68,316
91204,18318,11813,8542,643,25,2916,0,2433,488,125,363
91205,37514,27975,21946,748,103,4755,68,2817,1048,228,820
91206,34938,25605,22153,532,78,6392,43,989,1299,227,1072
91207,10288,8653,7972,49,42,907,0,97,540,122,418
91208,17128,12927,11563,79,115,2796,0,359,852,192,660
91210,835,665,625,9,0,153,0,0,8,0,8
91214,30991,19632,17079,66,25,8931,16,844,1477,373,1104
91301,26028,21566,19662,747,0,2140,29,772,774,158,616
91302,26500,22180,20479,168,97,2501,8,245,1301,142,1159
91303,30380,16876,5619,1075,111,3367,76,8185,690,189,501
91304,53627,26824,18739,2567,116,8135,58,13965,1962,598,1364
91306,49551,21182,12137,1807,161,8471,105,15515,2310,959,1351
91307,27233,19238,16917,881,327,4326,3,1074,1384,247,1137
91311,40064,25446,19112,1703,154,6468,39,4380,1874,586,1288
91316,30888,25520,21722,1075,18,2521,0,287,1467,81,1386
91320,45852,36559,30980,480,118,5442,40,1487,1726,257,1469
91321,34510,24689,13500,1355,325,2702,23,3679,1737,299,1438
91324,30101,16739,11858,1934,66,5059,39,5200,1064,338,726
91325,34240,19577,13057,2488,72,5929,83,4586,1505,734,771
91326,36804,19948,16919,1106,228,11939,139,1635,1809,473,1336
91330,3306,1320,921,471,4,621,19,632,239,79,160
91331,105696,61617,4626,3247,583,5502,62,32882,1803,1118,685
91335,79687,51185,24498,3466,593,9077,68,12537,2761,897,1864
91340,35771,20606,1459,900,206,371,56,12975,657,226,431
91342,96177,70540,12889,3912,865,5016,53,13250,2541,810,1731
91343,65964,29184,12211,2380,114,9559,207,22554,1966,475,1491
91344,53453,31071,23563,2213,331,8822,97,7961,2958,739,2219
91345,19022,10048,3621,378,95,2011,0,5937,553,267,286
91350,37149,27768,19792,1200,194,3874,6,2028,2079,368,1711
91351,32661,22784,12962,1217,502,2804,2,3583,1769,330,1439
91352,47934,35228,8762,619,310,2938,19,7597,1223,384,839
91354,31027,21263,17226,1592,144,5412,82,755,1779,109,1670
91355,31645,22769,18771,936,25,3918,30,1949,2018,275,1743
91356,30346,23295,20798,1228,36,2132,0,2162,1493,178,1315
91360,43389,35107,28609,385,214,3474,55,2010,2144,362,1782
91361,20826,18026,16664,313,85,1102,0,503,797,219,578
91362,36071,29804,25080,504,144,3406,60,751,1402,163,1239
91364,27031,21192,19076,1603,176,2020,0,1131,909,79,830
91367,43370,30952,28162,1792,69,6342,50,1855,2310,386,1924
91371,0,0,0,0,0,0,0,0,0,0,0
91377,14440,11085,10279,159,0,2038,79,152,927,38,889
91381,20530,13593,11420,653,14,4572,0,429,1269,148,1121
91384,29283,20503,13321,1660,264,2037,127,2645,2047,229,1818
91387,43319,27520,17125,3009,571,5183,38,2927,4071,715,3356
91390,19521,15547,12546,372,163,1314,39,809,1277,305,972
91401,40995,24901,18350,1936,137,2329,2,10410,1280,277,1003
91402,71317,29580,6114,2171,370,10965,50,26996,1185,546,639
91403,24677,20162,18104,1489,125,1570,17,268,1046,56,990
91405,54770,20755,12683,2368,146,3965,38,26307,1191,333,858
91406,56200,24008,14998,2514,209,5311,17,22527,1614,349,1265
91411,25210,17644,9239,1241,15,1992,25,3725,568,47,521
91423,33641,26986,23483,1862,30,2348,78,479,1858,123,1735
91436,14794,13091,12212,164,24,1119,18,139,239,89,150
91501,20892,15567,14532,804,142,1874,0,1415,1090,95,995
91502,11645,8019,5467,436,28,1246,0,1570,346,24,322
91504,26558,17344,14054,683,73,4576,11,2994,877,334,543
91505,30997,21826,17000,891,146,3235,0,2919,1980,407,1573
91506,18245,13846,10490,245,124,1843,23,1145,1019,253,766
91601,38379,26296,17122,2853,178,2625,93,4644,1690,263,1427
91602,18944,13746,12314,1387,99,1535,63,943,1171,123,1048
91604,30642,24921,22454,1570,87,2246,73,434,1311,113,1198
91605,52386,31981,14695,2283,390,4143,57,12408,1124,239,885
91606,44352,28866,15709,1921,136,2544,197,9703,985,350,635
91607,31383,24888,19493,2216,170,1774,12,692,1631,214,1417
91608,0,0,0,0,0,0,0,0,0,0,0
91701,39628,28956,19778,1780,167,3514,8,3104,2099,625,1474
91702,61739,27370,10686,1577,735,6620,105,22757,2575,1410,1165
91706,77819,27345,2809,1678,1435,14400,557,30791,1613,1111,502
91708,3154,1167,848,314,49,649,0,513,462,135,327
91709,78025,36516,23486,3613,329,26133,153,7529,3752,1110,2642
91710,88862,46564,22423,4840,365,10503,436,19625,6529,2098,4431
91711,36933,23947,18245,1990,327,5059,19,3440,2151,267,1884
91722,36557,16867,6156,926,282,4317,39,11799,2327,1207,1120
91723,20193,9652,4728,918,312,2417,0,5703,1191,460,731
91724,25755,14126,8025,810,111,3858,10,5351,1489,731,758
91730,70545,40515,21237,9562,625,8639,431,7234,3539,1297,2242
91731,30063,13349,1286,110,27,8287,319,7455,516,256,260
91732,63557,29764,2765,371,459,18821,175,13212,755,312,443
91733,44989,23538,1407,78,316,9792,123,10228,914,439,475
91737,25759,17692,11776,1554,58,3333,39,1790,1293,294,999
91739,39069,21998,12994,3393,432,7545,0,3878,1823,585,1238
91740,26067,17085,11173,866,159,2664,50,3758,1485,270,1215
91741,26610,19711,15816,314,96,3066,31,1602,1790,755,1035
91744,86982,32019,3440,1401,632,9143,134,41865,1788,1017,771
91745,54166,20565,6808,603,168,21279,141,9908,1502,737,765
91746,30640,11513,1186,328,139,3155,33,14620,852,647,205
91748,47114,11338,4728,541,201,29066,210,4606,1152,322,830
91750,34017,25548,17291,1427,256,2527,36,2378,1845,648,1197
91752,30716,17453,7175,2034,79,1787,16,7976,1371,424,947
91754,33114,4965,1540,147,118,20306,206,6297,1075,270,805
91755,27942,2903,855,162,149,20634,201,3355,538,229,309
91759,426,414,399,5,7,0,0,0,0,0,0
91761,60560,30422,9836,3499,472,4205,216,18803,2943,1165,1778
91762,59433,28478,10306,3583,606,2732,138,21509,2387,1087,1300
91763,38211,17479,5475,1110,173,3850,204,14111,1284,421,863
91764,53750,23356,7743,3172,466,3390,235,20680,2451,1115,1336
91765,47398,13753,9614,2236,228,25525,450,3420,1786,455,1331
91766,72787,42558,6188,3029,1358,8313,134,14388,3007,935,2072
91767,49492,27929,7534,4271,863,4023,151,10459,1796,892,904
91768,36122,17210,4455,2386,622,2774,45,11460,1625,867,758
91770,63981,10581,2656,140,295,38611,42,13352,960,440,520
91773,34555,23132,15818,907,292,5577,151,2885,1611,814,797
91775,25156,7949,5378,302,166,12882,7,3099,751,167,584
91776,38322,6335,3058,180,72,24678,115,6385,557,141,416
91780,35184,7959,5451,312,125,21025,125,4853,785,248,537
91784,25908,19165,14599,814,110,3359,0,1282,1178,280,898
91786,53339,31614,18550,3360,232,3860,108,11322,2843,805,2038
91789,44115,10936,5759,1164,210,26866,113,3255,1571,469,1102
91790,45958,18140,5386,1230,213,10464,51,13994,1866,809,1057
91791,33953,13460,5518,1623,205,9089,41,7781,1754,901,853
91792,29787,7267,1932,1901,185,12351,50,6920,1113,424,689
91801,54928,11684,4786,1227,282,28353,175,11764,1443,432,1011
91803,30137,7365,2520,288,116,14618,74,6890,786,256,530
91901,18238,16193,14189,243,480,339,16,261,706,196,510
91902,19762,14306,6622,625,55,2297,141,996,1342,179,1163
91905,1528,1284,1091,108,104,3,0,2,27,0,27
91906,3426,2883,1925,59,260,35,0,16,173,2,171
91910,76250,56110,17424,3114,250,7386,403,5218,3769,1242,2527
91911,84025,62630,11870,2972,208,6025,440,8768,2982,1163,1819
91913,49346,24920,7124,3039,455,15247,291,2657,2737,484,2253
91914,17186,10133,3459,1131,6,3988,50,445,1433,139,1294
91915,32073,18205,5002,2281,242,6844,134,1541,2826,658,2168
91916,1752,1645,1450,9,50,0,0,9,39,0,39
91917,1125,845,273,48,0,4,133,86,9,9,0
91931,370,370,302,0,0,0,0,0,0,0,0
91932,26713,18946,8454,1007,317,2214,195,1545,2489,473,2016
91934,298,210,95,0,26,62,0,0,0,0,0
91935,8547,7449,5706,145,86,238,6,510,113,12,101
91941,32944,24974,20129,2464,141,1291,166,1665,2243,243,2000
91942,40239,29861,23152,2211,417,2505,138,2266,2841,400,2441
91945,26983,17444,8533,3674,146,1668,122,2205,1724,430,1294
91948,14,14,14,0,0,0,0,0,0,0,0
91950,62386,38778,6224,3184,343,11823,339,6007,1912,678,1234
91962,2530,2313,1956,27,14,24,0,84,68,24,44
91963,957,937,409,20,0,0,0,0,0,0,0
91977,61377,38193,18042,7278,244,5489,1006,5652,3515,707,2808
91978,9829,7004,4596,1093,48,615,32,344,693,64,629
91980,623,540,0,0,0,0,0,83,0,0,0
92003,5161,3930,3146,125,9,308,0,358,431,107,324
92004,2315,1994,1715,122,0,0,0,60,139,78,61
92007,11301,10235,9726,27,0,272,0,403,364,59,305
92008,27537,24206,20358,132,76,1293,54,743,1033,183,850
92009,44632,37270,33430,589,49,3773,115,649,2187,133,2054
92010,15694,12854,11104,149,52,1557,0,177,905,56,849
92011,24895,21117,18047,248,15,2014,76,516,909,56,853
92014,14048,12345,11624,66,0,1025,11,117,484,17,467
92019,43116,35185,28509,1382,355,1226,75,1895,2998,805,2193
92020,58862,44181,35396,3217,220,2133,349,5029,3733,624,3109
92021,71127,52689,39751,3851,474,2017,627,7023,4446,549,3897
92024,51309,45745,39665,375,171,2313,59,1080,1566,87,1479
92025,53470,41516,17975,1273,532,2463,128,5611,1947,339,1608
92026,48757,36534,23638,1149,241,4409,114,3981,2329,427,1902
92027,57746,42599,20371,1199,728,4227,260,6103,2630,679,1951
92028,48015,38990,26871,1108,111,1504,8,4635,1659,523,1136
92029,18615,15618,12761,381,14,1089,52,780,681,61,620
92036,2201,1836,1707,52,67,12,0,147,87,0,87
92037,39893,33003,30484,525,91,4296,28,467,1483,101,1382
92040,44243,38269,32166,650,940,1029,425,1135,1795,370,1425
92054,43554,32946,23110,1391,352,1499,190,4800,2376,515,1861
92055,11959,8724,7327,1200,177,441,81,1197,139,29,110
92056,54181,41958,30259,2282,641,3804,541,2552,2403,581,1822
92057,57276,39596,24794,3981,297,5590,345,3931,3536,889,2647
92058,46569,33874,22006,3975,334,2466,217,2587,3116,614,2502
92059,1271,394,265,35,440,54,10,116,222,174,48
92060,101,101,91,0,0,0,0,0,0,0,0
92061,2259,857,409,7,825,53,0,231,286,219,67
92064,49981,38067,31842,617,464,6536,18,1697,2582,265,2317
92065,37826,31864,25976,563,166,756,38,2344,2095,428,1667
92066,580,407,407,10,150,0,0,7,6,0,6
92067,9028,8481,7634,160,0,91,0,44,252,64,188
92069,49638,34768,18114,1114,352,4803,350,5674,2577,823,1754
92070,919,450,431,0,290,66,0,50,63,37,26
92071,57245,46733,40002,1234,385,2828,157,2080,3828,390,3438
92075,12754,10684,10036,67,120,597,0,581,705,48,657
92078,49261,36378,27541,1562,435,4600,282,2443,3561,742,2819
92081,29039,23274,17428,652,41,2548,6,1325,1193,286,907
92082,19263,15941,13039,97,862,848,53,833,629,195,434
92083,38107,30303,12133,1320,191,1491,93,3240,1469,371,1098
92084,51334,42826,22386,1442,109,1410,19,3915,1613,480,1133
92086,1675,1337,1152,27,115,49,0,77,70,37,33
92091,1458,1254,1175,0,0,186,0,18,0,0,0
92101,38023,28936,22954,3036,140,3219,141,906,1645,52,1593
92102,44644,32007,8866,4451,206,2568,226,3323,1863,493,1370
92103,34671,28029,24108,1709,100,2317,84,1012,1420,168,1252
92104,44398,33981,22804,3133,340,2701,76,2184,1983,456,1527
92105,73379,37044,8624,10685,549,13546,98,8238,3219,477,2742
92106,19250,16253,14315,481,99,982,161,397,877,67,810
92107,29796,26306,22806,529,272,976,54,709,950,19,931
92108,21973,15585,12058,1721,233,2067,0,1139,1228,167,1061
92109,49024,44208,38785,531,148,1514,152,884,1587,252,1335
92110,28373,23077,18591,1262,103,2028,65,585,1253,152,1101
92111,49467,30797,20841,2093,317,10540,142,2734,2844,296,2548
92113,56478,26602,5275,6541,403,2181,43,19339,1369,533,836
92114,69635,20245,6211,13657,609,17345,330,13750,3699,573,3126
92115,65704,40759,25562,8698,345,9198,349,2934,3421,531,2890
92116,34295,26760,19682,2190,194,2034,7,1266,1844,273,1571
92117,55978,42994,33270,1093,248,5784,380,2564,2915,425,2490
92118,22623,20154,17255,736,70,741,32,182,708,41,667
