zip-code,population,white-count,white-non-hispanic-count,black-count,native-american-count,asian-count,hawaiian-pacific-count,other-count,two-or-more-count,two-or-more-other-count,two-or-more-not-other-count
95307,43888,28499,12659,1156,352,2446,184,9474,1777,879,898
95310,1924,1791,1741,0,0,0,11,0,122,0,122
95311,1764,1663,1425,9,7,6,0,36,43,0,43
95312,270,230,132,0,0,0,0,40,0,0,0
95313,1296,1040,442,0,167,0,5,84,0,0,0
95314,0,0,0,0,0,0,0,0,0,0,0
95315,13707,7075,2721,145,79,419,0,5483,506,294,212
95316,6748,6100,4738,73,0,31,0,460,84,0,84
95317,904,439,234,11,0,0,0,438,16,16,0
95318,378,378,365,0,0,0,0,0,0,0,0
95319,1687,1242,522,81,3,3,0,321,37,37,0
95320,13018,11565,8770,0,55,110,0,851,437,0,437
95321,3118,2859,2556,0,105,27,10,0,117,0,117
95322,9367,7167,3042,59,22,78,1,1686,354,87,267
95323,1141,983,732,0,20,3,0,123,12,10,2
95324,7551,5960,5159,0,25,12,0,869,685,301,384
95325,19,19,19,0,0,0,0,0,0,0,0
95326,9827,8260,5563,17,50,362,55,688,395,65,330
95327,7655,5739,5023,668,238,97,45,539,329,148,181
95328,4586,3173,1197,18,133,0,0,1165,97,26,71
95329,2691,2260,1929,105,16,18,0,81,211,0,211
95330,20969,9422,4812,1339,90,5455,75,2674,1914,242,1672
95333,2696,1879,674,29,3,27,0,705,53,38,15
95334,16804,6078,1853,124,218,3028,0,6961,395,150,245
95335,198,116,116,0,34,48,0,0,0,0,0
95336,47166,33422,21310,1798,339,2243,211,5907,3246,765,2481
95337,36700,24344,14979,1461,305,4808,179,3057,2546,453,2093
95338,11015,9868,9183,128,388,42,56,98,435,61,374
95340,36543,22610,14015,1329,194,3517,55,6964,1874,675,1199
95341,32537,14882,5109,1197,188,4276,24,10824,1146,688,458
95345,624,522,476,49,21,8,0,24,0,0,0
95346,1798,1609,1350,0,0,60,0,77,52,0,52
95348,33888,17711,11072,2867,477,4832,67,5589,2345,973,1372
95350,52951,38917,28013,2118,552,3444,394,4999,2527,751,1776
95351,49836,33660,9487,1061,377,3468,109,9311,1850,369,1481
95354,25090,19499,12227,1247,156,1111,291,1934,852,131,721
95355,58279,43997,31814,2830,430,4997,674,2971,2380,299,2081
95356,33032,22589,16365,1448,194,3850,634,2047,2270,382,1888
95357,11701,8381,5429,198,214,498,421,1220,769,187,582
95358,33350,23152,10579,665,91,1356,56,6807,1223,418,805
95360,12645,11119,3268,258,108,236,12,614,298,97,201
95361,34140,30246,22741,269,49,593,51,1687,1245,51,1194
95363,26726,19968,6480,1698,237,1061,314,2284,1164,88,1076
95364,0,0,0,0,0,0,0,0,0,0,0
95365,4795,2551,119,22,17,30,0,2041,134,109,25
95366,17358,15285,11967,121,94,376,12,579,891,122,769
95367,24884,19774,8991,183,211,1011,176,2291,1238,623,615
95368,14247,9734,5630,89,9,711,110,2625,969,403,566
95369,1080,749,638,0,28,0,0,259,44,36,8
95370,27680,24724,23061,201,305,340,66,773,1271,183,1088
95372,2243,1984,1659,0,126,0,0,26,107,0,107
95374,1847,1345,1063,39,20,0,0,427,16,16,0
95375,5,4,3,0,0,1,0,0,0,0,0
95376,52371,33752,18054,2689,240,4658,430,6277,4325,855,3470
95377,32637,16356,10194,1767,43,8332,379,2062,3698,765,2933
95379,3616,3072,3022,1,136,14,0,182,211,56,155
95380,42398,33431,17588,923,380,1121,171,4889,1483,616,867
95382,37490,29980,23473,642,72,3000,0,1929,1867,546,1321
95383,4227,4053,3849,0,0,0,23,0,151,0,151
95385,465,454,198,0,0,0,0,0,11,0,11
95386,10568,7642,5055,147,0,254,13,2037,475,69,406
95387,564,525,66,0,0,0,0,39,0,0,0
95388,14114,6849,3415,204,11,491,189,5952,418,366,52
95389,1397,1083,956,29,11,106,0,126,42,0,42
95391,15738,5822,4547,1353,33,5811,88,654,1977,670,1307
95401,39229,28150,20452,650,366,1549,247,5817,2450,781,1669
95403,46288,31247,25398,1409,683,2134,359,6947,3509,768,2741
95404,41536,31451,27835,984,904,1998,271,3610,2318,185,2133
95405,20994,17018,15373,287,180,1188,190,926,1205,56,1149
95407,41797,21285,12537,1380,1311,2891,167,11892,2871,479,2392
95409,26905,22014,20214,330,421,994,49,1507,1590,319,1271
95410,951,765,721,0,0,56,46,15,69,0,69
95412,431,312,308,2,71,0,0,46,0,0,0
95415,1342,1241,583,3,3,0,0,20,75,0,75
95417,359,317,265,0,0,5,0,0,37,0,37
95420,752,688,667,0,10,54,0,0,0,0,0
95421,1739,1509,1402,7,5,34,7,127,50,0,50
95422,15360,10687,9621,806,344,19,0,2919,585,64,521
95423,3818,3285,3230,36,120,21,0,253,103,45,58
95425,10571,8157,6521,92,486,270,14,1165,387,155,232
95426,1531,1454,1444,1,0,38,0,38,0,0,0
95427,203,194,194,0,9,0,0,0,0,0,0
95428,2467,1387,1025,25,750,2,4,31,268,2,266
95429,90,84,84,0,6,0,0,0,0,0,0
95430,6,6,6,0,0,0,0,0,0,0,0
95431,238,211,211,7,7,10,0,3,0,0,0
95432,489,422,392,0,7,19,0,21,20,0,20
95435,179,179,179,0,0,0,0,0,0,0,0
95436,6227,5577,5056,156,88,123,0,128,155,53,102
95437,14489,11988,10197,159,322,173,46,1180,621,154,467
95439,725,424,358,0,0,19,0,228,54,0,54
95441,1889,1197,1081,23,0,46,0,534,89,21,68
95442,3366,2741,2713,36,41,141,0,348,59,0,59
95443,311,311,311,0,0,0,0,0,0,0,0
95444,769,415,410,0,12,0,0,223,119,46,73
95445,1930,1904,1689,6,0,20,0,0,0,0,0
95446,4728,4065,3679,49,40,95,23,148,308,6,302
95448,17666,13659,11668,29,101,209,11,2970,687,261,426
95449,1794,1386,1146,0,276,86,0,24,22,0,22
95450,285,258,256,8,0,2,2,15,0,0,0
95451,12016,8872,8304,255,65,36,0,2583,205,42,163
95452,1276,1213,1213,0,0,8,0,0,55,0,55
95453,10717,8513,7650,31,740,345,1,831,256,56,200
95454,2190,1608,1544,8,337,9,5,64,159,26,133
95456,733,721,721,0,0,12,0,0,0,0,0
95457,3058,2463,2380,14,138,0,0,363,80,11,69
95458,3162,2288,2014,57,267,194,0,319,37,8,29
95459,587,474,345,0,40,1,0,6,66,0,66
95460,2314,2047,1969,0,19,111,0,67,70,0,70
95461,2497,2098,1905,91,24,160,0,86,38,0,38
95462,1151,1053,1030,0,0,16,9,8,65,0,65
95463,50,50,50,0,0,0,0,0,0,0,0
95464,2634,1813,1662,156,371,48,0,162,84,0,84
95465,2041,1871,1853,26,7,21,0,68,48,0,48
95466,1087,1020,712,3,0,0,0,42,22,0,22
95467,5735,5080,4734,20,15,87,32,341,160,12,148
95468,1561,1150,786,18,277,19,0,14,83,2,81
95469,1970,1711,1659,12,11,7,0,37,192,11,181
95470,6226,5304,3959,5,350,77,0,334,156,2,154
95471,630,595,458,0,0,0,0,0,35,0,35
95472,30723,28117,26133,206,50,585,64,487,1214,213,1001
95476,37187,29813,24933,122,66,681,39,5548,918,312,606
95482,31993,25787,18276,338,864,715,57,2324,1908,159,1749
95485,2728,2510,2235,26,117,5,0,56,14,0,14
95486,79,79,60,0,0,0,0,0,0,0,0
95488,227,220,220,0,0,0,0,0,7,0,7
95490,12655,10919,9703,17,418,136,28,421,716,122,594
95492,29590,21818,17677,138,356,996,0,4586,1696,538,1158
95493,218,218,218,0,0,0,0,0,0,0,0
95494,196,162,99,11,0,0,0,23,0,0,0
95497,1137,1071,1071,0,0,0,0,66,0,0,0
95501,23624,18066,16840,606,708,1388,0,1137,1719,165,1554
95503,25215,20382,19222,165,741,1467,58,856,1546,97,1449
95511,240,240,219,0,0,0,0,0,0,0,0
95514,169,153,153,0,16,0,0,0,0,0,0
95519,19328,16732,15414,54,890,190,12,549,901,7,894
95521,21311,16767,15370,478,470,457,34,1517,1588,131,1457
95524,1735,1652,1561,0,6,34,0,9,34,8,26
95525,1497,1258,1230,0,93,19,0,26,101,0,101
95526,222,208,201,0,9,1,0,0,4,0,4
95527,565,543,539,0,10,0,0,3,9,0,9
95528,1254,1137,1102,0,70,9,0,3,35,2,33
95531,23092,18104,14879,481,1585,697,15,708,1502,120,1382
95536,3112,2832,2471,17,11,29,0,115,108,0,108
95537,147,94,94,0,0,0,0,0,53,0,53
95540,14001,11856,10628,63,382,89,45,900,666,85,581
95542,1831,1722,1624,37,4,2,18,11,37,0,37
95543,989,764,735,4,43,0,0,4,174,13,161
95545,112,104,104,5,0,0,0,3,0,0,0
95546,3542,379,346,33,2676,47,233,2,172,4,168
95547,1004,955,932,0,12,8,0,0,29,0,29
95548,1228,809,664,8,334,0,6,11,60,0,60
95549,880,866,832,1,3,6,0,0,4,0,4
95550,123,107,60,0,3,8,0,0,5,0,5
95551,1468,1107,955,0,261,21,0,44,35,3,32
95552,750,610,594,0,17,0,0,28,95,0,95
95553,1030,972,972,58,0,0,0,0,0,0,0
95554,264,230,197,0,0,27,0,0,7,0,7
95555,340,285,285,0,37,0,0,0,18,0,18
95556,706,348,348,16,255,0,0,0,87,0,87
95558,436,356,356,0,9,16,0,13,42,0,42
95559,93,93,93,0,0,0,0,0,0,0,0
95560,1787,1684,1468,19,13,0,0,17,54,40,14
95562,3447,3039,2942,9,111,45,0,76,167,24,143
95563,681,534,517,0,46,71,0,6,24,0,24
95564,380,299,295,0,19,2,0,23,37,0,37
95565,946,828,802,0,55,3,0,0,60,11,49
95567,2133,1396,955,0,196,79,0,186,276,2,274
95568,203,122,76,10,33,1,0,10,27,0,27
95569,308,244,227,15,25,0,0,12,12,1,11
95570,2253,1981,1849,13,129,56,0,5,69,2,67
95571,307,307,307,0,0,0,0,0,0,0,0
95573,1449,1138,1036,20,33,0,18,0,240,0,240
95585,575,508,408,15,4,7,0,21,20,0,20
95587,51,51,51,0,0,0,0,0,0,0,0
95589,1036,1025,1016,0,1,2,0,0,8,0,8
95595,147,87,87,0,3,37,0,0,20,0,20
95601,132,119,110,0,0,0,0,0,13,0,13
95602,18517,17413,15027,155,24,166,12,311,436,136,300
95603,29083,26481,24205,58,85,756,0,228,1475,50,1425
95604,106,106,106,0,0,0,0,0,0,0,0
95605,14677,9786,6362,806,151,1058,101,1449,1326,241,1085
95606,211,99,72,0,0,49,0,0,63,0,63
95607,415,338,278,0,0,0,0,22,55,9,46
95608,61365,48711,43599,3190,267,3018,189,1447,4543,405,4138
95610,45429,38063,31247,2035,435,1480,65,1351,2000,314,1686
95612,1062,838,693,0,0,48,0,71,105,8,97
95614,4360,4250,4238,0,41,15,0,0,54,0,54
95615,1015,696,561,76,0,16,0,186,41,13,28
95616,50068,30427,26389,1438,64,12393,122,2378,3246,422,2824
95618,27721,17903,15394,405,67,6067,52,1407,1820,175,1645
95619,4966,4738,4295,0,53,85,0,29,61,8,53
95620,21588,14913,10343,478,49,849,52,3862,1385,456,929
95621,41893,33905,29676,1719,243,1931,55,1597,2443,395,2048
95623,3734,3605,3475,10,18,55,0,0,46,0,46
95624,65447,35799,28458,4737,570,16384,1531,1996,4430,956,3474
95625,88,88,71,0,0,0,0,0,0,0,0
95626,6030,5340,4700,40,116,155,0,266,113,23,90
95627,3892,2766,1295,0,0,386,0,645,95,41,54
95628,40882,35222,32126,901,123,1508,49,788,2291,264,2027
95629,898,894,865,0,0,0,0,4,0,0,0
95630,75864,52900,47543,3168,283,12492,313,2063,4645,652,3993
95631,6638,6358,5864,32,12,19,0,88,129,37,92
95632,31523,23788,14887,558,260,1612,48,3055,2202,645,1557
95633,3760,3581,3369,37,29,40,20,0,53,0,53
95634,3027,2868,2337,15,24,18,0,29,73,12,61
95635,870,792,733,16,34,4,0,18,6,6,0
95636,954,820,692,0,41,0,0,17,76,0,76
95637,315,78,78,87,0,0,0,150,0,0,0
95638,2204,1775,1477,36,19,111,0,215,48,5,43
95639,309,119,28,0,24,11,0,56,99,0,99
95640,10609,8297,7214,737,123,101,32,818,501,77,424
95641,1657,1316,1178,21,42,35,13,142,88,10,78
95642,6615,5883,5601,15,30,152,28,30,477,3,474
95645,1810,1572,586,0,24,61,0,130,23,8,15
95646,73,57,53,8,0,4,0,0,4,0,4
95648,51276,42186,35800,950,200,2952,206,2674,2108,314,1794
95650,13192,11610,11239,77,0,323,0,359,823,51,772
95651,778,672,640,1,93,7,0,5,0,0,0
95652,876,556,546,104,0,108,0,33,75,0,75
95653,727,315,73,0,28,10,0,299,75,75,0
95655,4091,2635,2280,390,0,529,126,110,301,62,239
95658,6811,6299,5663,99,46,111,0,53,203,1,202
95659,853,780,629,0,3,16,0,42,12,0,12
95660,35397,24022,16583,4482,50,2489,84,2172,2098,429,1669
95661,31085,26047,22993,616,338,2348,50,694,992,66,926
95662,31738,27840,25563,529,217,839,71,525,1717,106,1611
95663,2573,2397,2211,0,19,0,19,27,111,38,73
95664,1372,1206,1093,0,0,24,0,0,142,0,142
95665,5267,4875,4187,25,10,18,12,228,99,0,99
95666,4985,4479,4150,14,26,95,0,105,266,0,266
95667,36717,33035,30349,244,290,592,52,1103,1401,157,1244
95668,839,745,690,0,1,40,1,26,26,0,26
95669,2373,2162,1928,5,11,0,9,46,140,0,140
95670,54348,36273,29378,4125,287,5812,461,3621,3769,458,3311
95672,5225,4505,4042,7,31,270,0,62,350,11,339
95673,15604,12274,10120,418,117,1344,34,675,742,361,381
95674,916,798,660,0,3,76,2,7,30,7,23
95675,452,385,385,0,0,0,0,26,41,0,41
95677,24571,20341,18362,478,114,1279,57,573,1729,88,1641
95678,42096,32515,27841,754,87,3268,153,2650,2669,535,2134
95679,64,64,64,0,0,0,0,0,0,0,0
95680,116,9,9,0,0,0,0,107,0,0,0
95681,1304,1144,822,0,26,61,0,0,73,0,73
95682,30304,27554,24697,189,75,654,0,664,1168,179,989
95683,6173,5427,4806,161,32,223,16,57,257,39,218
95684,3260,3078,2821,18,7,40,0,22,95,0,95
95685,4573,4225,3997,0,78,26,3,109,132,1,131
95686,1021,690,382,6,0,86,0,118,121,8,113
95687,67504,42768,34511,8296,422,4900,299,4960,5859,927,4932
95688,36745,26320,21608,2375,189,2280,35,3361,2185,612,1573
95689,1288,1203,1203,0,17,7,0,0,61,3,58
95690,2346,1826,897,10,0,135,0,369,6,0,6
95691,37743,25289,18907,1365,187,4214,448,2650,3590,460,3130
95692,5256,4458,3865,8,43,155,42,187,363,47,316
95693,6408,5971,4758,118,21,126,6,81,85,0,85
95694,10310,8319,5069,46,84,86,0,1455,320,129,191
95695,40121,30382,18859,810,530,1502,76,5219,1602,317,1285
95697,392,230,116,0,0,0,0,162,0,0,0
95698,215,215,131,0,0,0,0,0,0,0,0
95699,201,18,18,0,0,183,0,0,0,0,0
95701,769,704,670,0,5,44,0,4,12,0,12
95703,1033,929,805,28,10,52,0,0,14,0,14
95709,5001,4689,4414,0,62,40,0,27,183,1,182
95713,9944,9065,8383,236,280,2,0,106,255,23,232
95714,325,297,297,0,12,0,0,16,0,0,0
95715,71,64,46,0,4,0,0,3,0,0,0
95717,121,121,121,0,0,0,0,0,0,0,0
95720,42,39,37,0,0,0,0,3,0,0,0
95721,14,14,14,0,0,0,0,0,0,0,0
95722,4791,4690,4482,0,0,33,0,30,38,13,25
95724,18,18,0,0,0,0,0,0,0,0,0
95726,9152,8383,7500,5,165,183,86,173,157,0,157
95728,251,251,251,0,0,0,0,0,0,0,0
95735,2,2,2,0,0,0,0,0,0,0,0
95736,209,186,179,15,0,0,0,0,8,8,0
95742,11119,5853,4762,680,48,3236,33,196,1073,129,944
95746,23641,19594,18279,241,0,2005,0,414,1387,90,1297
95747,64320,48196,43771,1273,463,8405,364,2149,3470,578,2892
95757,48242,17334,12428,6502,247,16856,388,2401,4514,753,3761
95758,63977,27475,19862,9147,375,17447,681,3044,5808,951,4857
95762,41709,32816,29467,898,211,4917,124,789,1954,195,1759
95765,37134,28796,25584,723,240,4150,13,845,2367,279,2088
95776,23169,14804,7427,232,239,3257,112,3652,873,171,702
95811,5874,3759,3104,913,85,371,0,500,246,37,209
95814,11023,7101,5705,1594,157,947,24,786,414,52,362
95815,25606,12075,7776,2807,362,1926,246,6777,1413,130,1283
95816,17143,13241,11730,851,178,1270,46,574,983,129,854
95817,13277,7968,6101,2075,218,1288,12,964,752,97,655
95818,20946,14287,11870,1651,53,2840,61,693,1361,193,1168
95819,19134,15965,13867,543,82,958,40,550,996,70,926
95820,36624,20200,10938,4364,276,4333,396,4450,2605,891,1714
95821,35734,22906,20633,4015,447,1810,155,3695,2706,227,2479
95822,45349,20530,11760,7073,265,8937,673,4688,3183,556,2627
95823,78398,24863,10928,16246,595,19111,2982,9569,5032,818,4214
95824,30935,11260,4367,3281,227,8442,582,5571,1572,247,1325
95825,34201,19316,17027,4503,209,3057,0,4982,2134,574,1560
95826,37701,23647,19419,3627,265,3741,276,3041,3104,617,2487
95827,21005,13135,10551,2826,215,1901,195,1174,1559,314,1245
95828,60988,20021,11626,7144,671,20745,975,5878,5554,1652,3902
95829,27417,11878,8714,2471,115,8512,353,1322,2766,499,2267
95830,963,554,454,0,19,169,0,32,189,0,189
95831,42218,18956,14792,5676,82,11886,159,1935,3524,434,3090
95832,11389,2457,1365,2770,3,2458,1122,1100,1479,459,1020
95833,40569,20520,12013,5352,485,4664,419,5785,3344,626,2718
95834,27089,11067,7652,4089,105,5918,329,3524,2057,374,1683
95835,38607,18133,13482,4857,367,9959,339,1814,3138,426,2712
95837,237,222,179,0,0,8,0,0,7,0,7
95838,38051,16620,9621,5613,231,6621,1062,5643,2261,281,1980
95841,20551,13735,11495,1807,421,1275,86,1263,1964,143,1821
95842,31971,21016,17260,3657,282,1705,110,2087,3114,289,2825
95843,47088,30843,27025,3752,183,5176,1201,2721,3212,561,2651
95864,23458,18060,16673,721,14,1585,22,1583,1473,102,1371
95901,33150,23577,17679,1534,320,2594,152,2350,2623,539,2084
95903,1530,956,836,151,4,114,0,40,265,8,257
95910,130,130,130,0,0,0,0,0,0,0,0
95912,4830,4598,1373,0,22,24,0,70,116,0,116
95914,666,632,609,12,6,0,0,8,8,0,8
95915,0,0,0,0,0,0,0,0,0,0,0
95916,1136,1009,999,21,33,14,9,11,39,11,28
95917,3599,2578,1754,9,82,30,0,499,401,61,340
95918,2738,2258,2149,79,94,81,0,31,195,15,180
95919,1209,987,918,0,0,32,0,0,190,0,190
95920,350,327,158,0,0,0,0,23,0,0,0
95922,526,472,442,2,2,14,0,16,20,0,20
95923,16,16,16,0,0,0,0,0,0,0,0
95925,203,203,203,0,0,0,0,0,0,0,0
95926,39032,32189,28575,638,237,2344,63,1772,1789,282,1507
95928,36696,29802,25726,735,426,1552,83,1940,2158,229,1929
95930,182,176,176,0,6,0,0,0,0,0,0
95932,7669,6664,3269,76,117,113,16,412,271,55,216
95934,381,225,225,0,83,0,0,18,55,0,55
95935,680,636,608,27,0,0,0,0,17,0,17
95936,90,86,77,0,0,0,0,0,4,0,4
95937,1569,1285,507,110,0,0,0,72,102,9,93
95938,4290,4015,3708,0,0,17,0,97,161,17,144
95939,695,370,302,47,213,0,12,37,16,0,16
95941,644,475,353,0,0,0,0,0,169,0,169
95942,672,607,588,0,0,0,0,0,65,0,65
95943,834,792,655,15,0,0,0,19,8,0,8
95944,33,33,33,0,0,0,0,0,0,0,0
95945,25462,23249,22047,84,524,227,0,436,942,18,924
95946,9812,9055,8457,180,93,194,0,19,271,0,271
95947,1856,1708,1537,0,68,0,0,13,67,0,67
95948,10796,7881,5542,41,121,277,6,1972,498,99,399
95949,19828,18465,17642,6,135,158,54,249,761,61,700
95950,461,273,89,0,0,0,0,180,8,0,8
95951,3063,2552,493,0,0,94,45,364,8,0,8
95953,10553,7998,4068,91,92,877,4,730,761,144,617
95954,13062,11959,11121,7,189,77,26,53,751,127,624
95955,1354,1323,844,0,11,0,0,0,20,0,20
95956,324,278,278,10,19,17,0,0,0,0,0
95957,901,829,603,18,5,4,0,7,38,10,28
95959,17595,16009,15038,141,103,261,27,256,798,71,727
95960,726,639,639,0,43,0,0,8,36,0,36
95961,27203,19021,13312,672,514,1814,106,2637,2439,341,2098
95962,1157,1104,1063,10,0,0,0,0,43,0,43
95963,14720,12879,8412,19,82,338,56,1196,150,30,120
95965,20637,14348,12786,775,272,2748,35,402,2057,117,1940
95966,29583,22677,20409,424,687,2078,116,1040,2561,219,2342
95968,1215,815,517,13,20,0,0,294,73,0,73
95969,27919,25982,24707,67,399,269,0,102,1100,82,1018
95970,572,513,420,0,12,0,0,20,27,0,27
95971,5913,5221,4860,143,103,31,0,219,196,13,183
95973,35574,30374,26836,630,155,787,86,1456,2086,447,1639
95974,65,65,65,0,0,0,0,0,0,0,0
95975,1352,1289,973,9,30,24,0,0,0,0,0
95977,2138,1805,1786,62,23,0,0,239,9,0,9
95978,132,132,132,0,0,0,0,0,0,0,0
95979,729,540,471,72,12,6,0,4,95,0,95
95981,33,0,0,0,33,0,0,0,0,0,0
95982,3258,2705,2508,0,128,2,24,153,246,44,202
95983,401,307,307,0,16,0,46,0,32,0,32
95984,41,41,41,0,0,0,0,0,0,0,0
95986,78,78,78,0,0,0,0,0,0,0,0
95987,6050,5187,1458,50,85,185,0,501,42,25,17
95988,8655,6679,5027,139,240,300,0,898,399,9,390
95991,40959,30597,19336,1057,355,3937,220,2201,2592,226,2366
95993,36712,22213,16611,804,291,9613,288,1014,2489,399,2090
96001,33986,29581,27760,382,1035,785,9,873,1321,277,1044
96002,33697,27641,25237,545,769,1848,0,1026,1868,248,1620
96003,44406,38679,35649,496,704,2051,49,705,1722,255,1467
96006,359,311,311,0,43,0,0,0,5,0,5
96007,23528,20583,18380,273,658,327,24,463,1200,146,1054
96008,1357,1336,1330,9,0,0,0,0,12,6,6
96009,366,366,366,0,0,0,0,0,0,0,0
96010,207,195,185,0,6,0,0,0,6,0,6
96011,150,131,126,0,12,0,0,0,7,0,7
96013,4733,4266,3986,49,205,85,0,101,27,0,27
96014,157,135,126,0,0,0,0,22,0,0,0
96015,647,593,344,0,0,41,0,6,7,7,0
96016,539,517,510,0,22,0,0,0,0,0,0
96017,142,135,134,3,0,3,0,0,1,0,1
96019,10087,8571,8052,148,259,94,22,175,818,14,804
96020,2457,2196,2079,1,0,1,0,17,242,0,242
96021,16670,14005,8744,129,315,188,16,1416,601,118,483
96022,16256,14686,13883,61,381,115,42,548,423,184,239
96023,1158,949,730,22,56,0,0,86,45,0,45
96024,852,773,760,0,35,0,0,0,44,1,43
96025,2008,1725,1604,83,35,28,0,37,100,4,96
96027,2340,2019,1974,11,73,26,0,15,196,0,196
96028,1363,1143,1070,0,81,2,0,45,92,86,6
96029,186,184,154,0,0,0,0,0,2,0,2
96031,126,87,85,0,18,0,0,0,21,0,21
96032,2493,1910,1795,9,183,134,21,46,190,55,135
96033,536,495,480,2,3,10,7,0,19,0,19
96034,203,169,169,0,22,1,0,4,7,4,3
96035,3593,2933,1863,0,212,47,0,245,156,17,139
96037,249,217,217,0,0,0,0,0,32,0,32
96038,739,706,686,0,3,0,0,0,30,0,30
96039,941,569,528,4,207,1,5,2,153,20,133
96040,240,218,161,0,22,0,0,0,0,0,0
96041,2869,2303,2093,22,98,48,0,330,68,0,68
96044,927,842,799,0,21,6,0,0,58,6,52
96046,63,63,63,0,0,0,0,0,0,0,0
96047,702,649,629,0,30,2,0,0,21,0,21
96048,687,648,587,0,20,0,0,2,17,0,17
96049,46,32,32,0,11,0,0,0,3,0,3
96050,389,340,322,11,3,1,0,0,34,0,34
96051,1238,1067,1017,5,51,6,0,0,109,0,109
96052,1440,1258,1241,71,33,0,0,34,44,10,34
96054,269,255,232,0,14,0,0,0,0,0,0
96055,3793,3378,2922,3,63,19,0,252,78,36,42
96056,1668,1545,1353,0,98,0,0,0,25,0,25
96057,1345,1277,1183,1,14,0,0,0,53,0,53
96058,625,544,258,21,21,0,0,29,10,0,10
96059,684,608,588,0,8,4,0,0,64,0,64
96061,21,21,21,0,0,0,0,0,0,0,0
96062,1026,973,935,0,29,0,0,0,24,4,20
96063,310,248,248,0,0,0,0,2,60,0,60
96064,4832,4198,3815,18,127,57,6,78,348,14,334
96065,363,298,291,10,34,0,0,17,4,0,4
96067,6991,6594,6121,35,11,51,22,0,278,52,226
96068,158,113,53,36,0,0,0,9,0,0,0
96069,782,736,726,17,7,8,0,4,10,0,10
96071,47,47,47,0,0,0,0,0,0,0,0
96073,4009,3829,3723,15,60,24,0,0,81,0,81
96074,166,138,121,28,0,0,0,0,0,0,0
96075,282,227,184,20,19,0,0,6,10,0,10
96076,193,174,168,2,15,2,0,0,0,0,0
96080,28075,24405,21163,180,606,506,11,1248,1119,134,985
96084,444,298,286,0,34,0,0,10,102,71,31
96085,105,70,70,0,4,0,0,0,31,0,31
96086,265,210,190,0,3,2,0,0,50,1,49
96087,718,705,656,0,0,0,0,0,13,0,13
96088,4400,4029,3873,7,133,63,0,35,133,10,123
96090,392,366,330,0,8,6,0,10,2,0,2
96091,710,634,628,0,62,3,0,4,7,0,7
96092,227,156,156,0,12,19,0,19,21,0,21
96093,4011,3596,3462,11,214,2,118,9,61,0,61
96094,6579,5411,4913,305,99,228,3,150,383,101,282
96096,745,680,626,2,43,0,0,2,18,0,18
96097,9726,7913,7567,139,563,151,104,174,682,40,642
96101,5528,5130,4507,55,166,28,8,19,122,0,122
96103,1445,1382,1311,0,36,7,0,1,19,0,19
96104,520,493,445,0,23,1,0,2,1,0,1
96105,90,90,90,0,0,0,0,0,0,0,0
96106,165,136,136,0,0,29,0,0,0,0,0
96107,1122,936,896,10,126,1,0,17,32,3,29
96108,17,17,17,0,0,0,0,0,0,0,0
96109,678,678,664,0,0,0,0,0,0,0,0
96110,164,159,135,0,0,0,0,0,5,0,5
96111,59,59,59,0,0,0,0,0,0,0,0
96112,295,136,129,2,122,35,0,0,0,0,0
96113,2078,1209,831,421,122,40,0,181,105,60,45
96114,3266,3053,2966,3,7,44,0,56,103,0,103
96115,145,137,137,8,0,0,0,0,0,0,0
96116,138,138,138,0,0,0,0,0,0,0,0
96117,332,332,306,0,0,0,0,0,0,0,0
96118,1767,1721,1442,2,3,0,0,0,41,0,41
96119,76,76,66,0,0,0,0,0,0,0,0
96120,1097,736,691,10,263,4,8,0,76,0,76
96121,335,335,331,0,0,0,0,0,0,0,0
96122,3629,3330,3004,6,12,46,9,90,136,47,89
96123,40,40,40,0,0,0,0,0,0,0,0
96124,324,319,319,0,0,0,0,0,5,0,5
96125,187,183,183,0,0,0,0,0,4,0,4
96126,80,76,76,2,0,0,0,1,1,0,1
96128,811,713,685,13,53,1,0,29,2,0,2
96129,144,144,127,0,0,0,0,0,0,0,0
96130,20479,16148,12060,2194,708,375,216,479,359,25,334
96132,122,110,98,0,0,0,0,9,3,0,3
96133,183,171,0,0,0,0,0,12,0,0,0
96134,1951,1869,933,6,5,0,0,42,29,0,29
96135,190,190,190,0,0,0,0,0,0,0,0
96136,38,38,38,0,0,0,0,0,0,0,0
96137,3601,3202,3064,67,124,17,0,112,79,0,79
96140,816,715,689,0,35,0,0,0,66,0,66
96141,348,339,339,0,0,7,0,2,0,0,0
96142,578,466,448,0,39,8,0,0,65,0,65
96143,3250,2840,2145,0,24,16,0,328,42,0,42
96145,2406,2309,2204,23,5,0,0,36,33,0,33
96146,1030,1016,992,0,0,0,0,1,13,0,13
96148,853,789,437,0,0,0,0,64,0,0,0
96150,29103,24681,20403,349,134,912,51,2085,891,157,734
96155,0,0,0,0,0,0,0,0,0,0,0
96161,18369,16968,14720,99,27,261,18,630,366,113,253
97520,25164,23273,22146,374,89,502,0,215,711,9,702
97603,29086,25893,22962,120,757,330,33,270,1683,207,1476
97623,2490,2354,2219,6,49,0,3,28,50,0,50
97632,1544,1335,801,9,0,10,0,162,28,0,28
97633,1150,1147,801,0,3,0,0,0,0,0,0
97635,214,155,155,0,0,0,0,0,59,0,59